pow thresold length_gain area_gain median budget solver time cost total_eca 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 naive_eca_dec_log=0_parallel=1 246 10.000000 3247.259208 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 glutton_eca_inc_log=0_parallel=1 1972 10.000000 3247.270113 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 glutton_eca_dec_log=0_parallel=1 12314 10.000000 3247.270106 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 824 10.000000 3247.270106 
1.000000 0.010000 1.000000 0.000000 1400.000000 10.000000 randomized_rounding_draws=1000_log=0_parallel=0 17300 10.000000 3247.270113 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 bogo_draws=0_seed=0 0 15.000000 3247.119537 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 naive_eca_inc_log=0_parallel=1 188 15.000000 3247.248816 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 naive_eca_dec_log=0_parallel=1 248 15.000000 3247.272647 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 glutton_eca_inc_log=0_parallel=1 2821 15.000000 3247.273722 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 glutton_eca_dec_log=0_parallel=1 12023 15.000000 3247.273714 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 840 15.000000 3247.273275 
1.000000 0.010000 1.000000 0.000000 1400.000000 15.000000 randomized_rounding_draws=1000_log=0_parallel=0 17617 15.000000 3247.273714 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 bogo_draws=0_seed=0 0 20.000000 3247.120148 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 naive_eca_inc_log=0_parallel=1 191 20.000000 3247.261597 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 naive_eca_dec_log=0_parallel=1 247 20.000000 3247.274875 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 glutton_eca_inc_log=0_parallel=1 3645 20.000000 3247.275322 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 glutton_eca_dec_log=0_parallel=1 11810 20.000000 3247.275492 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 828 20.000000 3247.260969 
1.000000 0.010000 1.000000 0.000000 1400.000000 20.000000 randomized_rounding_draws=1000_log=0_parallel=0 17860 20.000000 3247.275492 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 bogo_draws=0_seed=0 0 25.000000 3247.214832 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 naive_eca_inc_log=0_parallel=1 190 25.000000 3247.262880 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 naive_eca_dec_log=0_parallel=1 247 25.000000 3247.275361 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 glutton_eca_inc_log=0_parallel=1 4461 25.000000 3247.276188 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 glutton_eca_dec_log=0_parallel=1 11466 25.000000 3247.276238 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 822 25.000000 3247.273309 
1.000000 0.010000 1.000000 0.000000 1400.000000 25.000000 randomized_rounding_draws=1000_log=0_parallel=0 18119 25.000000 3247.276238 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 bogo_draws=0_seed=0 0 30.000000 3247.221313 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 naive_eca_inc_log=0_parallel=1 192 30.000000 3247.273205 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 naive_eca_dec_log=0_parallel=1 247 30.000000 3247.276174 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 glutton_eca_inc_log=0_parallel=1 5179 30.000000 3247.276626 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 glutton_eca_dec_log=0_parallel=1 11063 30.000000 3247.276654 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 825 30.000000 3247.274663 
1.000000 0.010000 1.000000 0.000000 1400.000000 30.000000 randomized_rounding_draws=1000_log=0_parallel=0 18392 30.000000 3247.276654 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 bogo_draws=0_seed=0 0 35.000000 3247.254707 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 naive_eca_inc_log=0_parallel=1 190 35.000000 3247.274896 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 naive_eca_dec_log=0_parallel=1 246 35.000000 3247.276766 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 glutton_eca_inc_log=0_parallel=1 5965 35.000000 3247.276807 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 glutton_eca_dec_log=0_parallel=1 10632 35.000000 3247.276821 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 840 35.000000 3247.276749 
1.000000 0.010000 1.000000 0.000000 1400.000000 35.000000 randomized_rounding_draws=1000_log=0_parallel=0 18556 35.000000 3247.276821 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 bogo_draws=0_seed=0 0 40.000000 3247.254924 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 naive_eca_inc_log=0_parallel=1 191 40.000000 3247.276288 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 naive_eca_dec_log=0_parallel=1 245 40.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 glutton_eca_inc_log=0_parallel=1 6640 40.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 glutton_eca_dec_log=0_parallel=1 10118 40.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 831 40.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 40.000000 randomized_rounding_draws=1000_log=0_parallel=0 18812 40.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 bogo_draws=0_seed=0 0 45.000000 3247.255385 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 naive_eca_inc_log=0_parallel=1 201 45.000000 3247.276622 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 naive_eca_dec_log=0_parallel=1 247 45.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 glutton_eca_inc_log=0_parallel=1 7282 45.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 glutton_eca_dec_log=0_parallel=1 9584 45.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 pl_eca_3_fortest=0_log=2_relaxed=0_threads=10_timeout=36000 824 41.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 45.000000 randomized_rounding_draws=1000_log=0_parallel=0 18856 40.000000 3247.276837 
1.000000 0.010000 1.000000 0.000000 1400.000000 50.000000 bogo_draws=0_seed=0 0 50.000000 3247.257378 
1.000000 0.010000 1.000000 0.000000 1400.000000 50.000000 naive_eca_inc_log=0_parallel=1 190 50.000000 3247.276748 
1.000000 0.010000 1.000000 0.000000 1400.000000 50.000000 naive_eca_dec_log=0_parallel=1 246 50.000000 3247.276837 
